date,year,pheno.period,pollinator,block,plot,acmi,anlu,assu,caly,cami,capl,clsi,copa,frca,gatr,glma,grass,juba,madi,oesa,plmc,plmr,poan,sili,trar,trma,trwo
10-Aug-18,2018,6,3,7,A,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,7,B,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,7,C,22,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,7,D,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-18,2018,6,3,8,A,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-18,2018,6,3,8,B,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-18,2018,6,3,8,C,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-18,2018,6,3,8,D,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-18,2018,6,3,9,A,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-18,2018,6,3,9,B,7,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-18,2018,6,3,9,C,0,0,27,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-18,2018,6,3,9,D,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,10,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,10,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,10,C,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,10,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,11,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,11,B,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,11,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-18,2018,6,3,11,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,12,A,1,0,5,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,12,B,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,12,C,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,12,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,13,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,13,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,13,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,13,D,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,14,A,4,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,14,B,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,14,C,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,14,D,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,15,A,3,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,15,B,0,0,8,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,15,C,0,0,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,15,D,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,16,A,5,0,111,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,16,B,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,16,C,2,0,65,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,16,D,0,0,22,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Aug-18,2018,6,3,17,A,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Aug-18,2018,6,3,17,B,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Aug-18,2018,6,3,17,C,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Aug-18,2018,6,3,17,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Aug-18,2018,6,3,18,A,8,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
6-Aug-18,2018,6,3,18,B,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Aug-18,2018,6,3,18,C,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Aug-18,2018,6,3,18,D,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,19,A,28,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,19,B,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,19,C,24,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,19,D,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,20,A,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,20,B,1,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,20,C,6,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,20,D,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,21,A,21,0,6,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,21,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,21,C,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,21,D,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,22,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,22,B,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,22,C,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Aug-18,2018,6,3,22,D,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,23,A,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,23,B,0,0,103,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,23,C,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,23,D,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,24,A,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,24,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,24,C,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,24,D,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,25,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,25,B,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,25,C,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Aug-18,2018,6,3,25,D,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
