"","date","year","pollinator","block","plot","sum.visits","bumblebees","hoverflies","other.flies","ref.id","acmi","anlu","assu","caly","cami","capl","clsi","copa","frca","gatr","glma","grass","juba","plmc","plmr","poan","sili","trma","trwo","pc1","pc2","pc3","pc4"
"113","15-Jul-18",2018,2,23,"A",0,0,0,0,"15-Jul-18_2018_2_23_A",2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1.5634481234769,-1.57828009236283,0.866835632663408,-0.398950556565029
"114","15-Jul-18",2018,2,23,"B",0,0,0,0,"15-Jul-18_2018_2_23_B",1,0,0,0,18,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1.27220069145693,-0.737417342829841,-1.93134011052231,-0.698874081896359
"115","15-Jul-18",2018,2,23,"C",0,0,0,0,"15-Jul-18_2018_2_23_C",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1.20859610709354,-1.07795041409615,0.532465425559327,0.561523784503821
"116","15-Jul-18",2018,2,23,"D",3,2,0,0,"15-Jul-18_2018_2_23_D",1,0,0,0,33,0,0,0,0,0,0,48,0,0,0,0,0,0,0,1.6854930706208,-1.876477517733,-2.30542648898126,-1.05167740113174
"117","15-Jul-18",2018,2,24,"A",3,0,3,0,"15-Jul-18_2018_2_24_A",2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1.30704422729219,-0.847191597422385,0.77778576824801,-0.270180690553346
"118","15-Jul-18",2018,2,24,"B",0,0,0,0,"15-Jul-18_2018_2_24_B",2,0,0,0,4,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0.88447315778358,0.509973572607564,-0.771318170046657,-0.58806586420481
"119","15-Jul-18",2018,2,24,"C",1,0,1,0,"15-Jul-18_2018_2_24_C",7,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1.5731743002641,-1.14938158627439,1.05870727371047,-1.10223062079317
"120","15-Jul-18",2018,2,24,"D",0,0,0,0,"15-Jul-18_2018_2_24_D",8,0,0,0,2,0,0,0,0,9,0,12,0,0,0,0,0,0,1,1.38134738130668,-0.401847289966274,0.0904989756891958,-1.47420689680533
"121","16-Jul-18",2018,2,7,"A",6,0,6,0,"16-Jul-18_2018_2_7_A",21,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,2.06600757847257,-2.08364808980033,1.42427713482392,-2.0700451193882
"122","16-Jul-18",2018,2,7,"B",0,0,0,0,"16-Jul-18_2018_2_7_B",15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1.22618047572347,0.162706211540873,1.07140281980147,-1.42151773707449
"123","16-Jul-18",2018,2,7,"C",3,0,3,0,"16-Jul-18_2018_2_7_C",18,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,1.7326399387482,-1.20136377422615,1.28032357640408,-1.79823451148161
"124","16-Jul-18",2018,2,7,"D",0,0,0,0,"16-Jul-18_2018_2_7_D",9,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1.60351804449344,-1.13201537425757,1.11212900966204,-1.27635814968575
"125","16-Jul-18",2018,2,8,"A",0,0,0,0,"16-Jul-18_2018_2_8_A",8,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1.65363128243502,-1.32395526064798,1.10928552880733,-1.22650424465144
"126","16-Jul-18",2018,2,8,"B",0,0,0,0,"16-Jul-18_2018_2_8_B",4,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1.49077377791476,-1.1332446628828,0.939765005759166,-0.726183697935652
"127","16-Jul-18",2018,2,8,"C",3,0,2,1,"16-Jul-18_2018_2_8_C",10,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1.66604012824916,-1.26591336045465,1.1521596328615,-1.37562289518329
"128","16-Jul-18",2018,2,8,"D",5,0,2,0,"16-Jul-18_2018_2_8_D",12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1.1979450383126,0.146546617366896,1.02169286738292,-1.25948872356852
"129","16-Jul-18",2018,2,9,"A",0,0,0,0,"16-Jul-18_2018_2_9_A",0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1.43708211897371,-1.72943620283035,0.611819322600293,0.446774696938639
"130","16-Jul-18",2018,2,9,"B",4,1,1,2,"16-Jul-18_2018_2_9_B",5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1.24086399529121,-0.335792048824438,0.888008741627567,-0.730496586910383
"131","16-Jul-18",2018,2,9,"C",0,0,0,0,"16-Jul-18_2018_2_9_C",0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1.1841864107386,-1.00835065981928,0.523987862686168,0.573782698567855
"132","16-Jul-18",2018,2,9,"D",2,0,2,0,"16-Jul-18_2018_2_9_D",1,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,1.17127003875939,-0.676715868929778,0.612214006428072,0.0724764210039892
"133","16-Jul-18",2018,2,19,"A",6,0,5,1,"16-Jul-18_2018_2_19_A",24,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,2.04782134828126,-1.97227981480385,1.44252775032819,-2.15193494906104
"134","16-Jul-18",2018,2,19,"B",0,0,0,0,"16-Jul-18_2018_2_19_B",2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1.24584801234723,-0.672701859372795,0.75653213394419,-0.239447037453128
"135","16-Jul-18",2018,2,19,"C",3,0,3,0,"16-Jul-18_2018_2_19_C",20,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,3,1.54430928258292,-0.508486075042291,0.669360787339567,-1.93043728078985
"136","16-Jul-18",2018,2,19,"D",0,0,0,0,"16-Jul-18_2018_2_19_D",1,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1.23228106831824,-0.748463895106416,-0.303325990587602,-0.218126235500622
"137","16-Jul-18",2018,2,20,"A",2,0,0,0,"16-Jul-18_2018_2_20_A",0,0,0,0,2,0,0,0,0,0,0,146,0,0,0,0,0,0,0,1.79588692618657,-2.67818101832572,-0.24079150903238,-0.0076249174196201
"138","16-Jul-18",2018,2,20,"B",0,0,0,0,"16-Jul-18_2018_2_20_B",1,0,0,0,4,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1.61777239661633,-1.81306412543693,-0.623827340953124,-0.539222631025302
"139","16-Jul-18",2018,2,20,"C",0,0,0,0,"16-Jul-18_2018_2_20_C",6,0,0,0,5,0,0,0,0,0,0,131,0,0,0,0,0,0,0,2.06489997573288,-2.49240077397136,-0.389961746128723,-1.70130710584634
"140","16-Jul-18",2018,2,20,"D",0,0,0,0,"16-Jul-18_2018_2_20_D",1,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,1.48982374709639,-1.55712043972485,0.76334422499738,-0.0732655336498577
"141","16-Jul-18",2018,2,21,"A",2,0,2,0,"16-Jul-18_2018_2_21_A",23,0,0,0,0,0,0,0,0,21,0,23,0,0,0,0,0,0,0,1.62987212252947,-0.745589007151896,1.32593091480154,-2.07269678044168
"142","16-Jul-18",2018,2,21,"B",0,0,0,0,"16-Jul-18_2018_2_21_B",2,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1.62788860735573,-1.76202026586734,0.889216011579878,-0.431313529976431
"143","16-Jul-18",2018,2,21,"C",2,0,0,0,"16-Jul-18_2018_2_21_C",9,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1.8829486033536,-1.92876015761406,1.20917610508563,-1.41669234959226
"144","16-Jul-18",2018,2,21,"D",0,0,0,0,"16-Jul-18_2018_2_21_D",1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,1.52574267362574,-1.65953664449773,0.775818979027954,-0.0913045549958346
"145","16-Jul-18",2018,2,25,"A",3,0,3,0,"16-Jul-18_2018_2_25_A",1,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,1.71365381504797,-2.19533066170703,0.841081098343559,-0.185676336638389
"146","16-Jul-18",2018,2,25,"B",1,0,0,0,"16-Jul-18_2018_2_25_B",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,1.25223591192938,-1.20238128161286,0.547621664452617,0.539607222762346
"147","16-Jul-18",2018,2,25,"C",1,0,1,0,"16-Jul-18_2018_2_25_C",5,0,0,0,1,0,0,0,0,0,0,47,0,0,0,0,0,0,0,1.67644151144516,-1.53086978415999,0.422725924370552,-1.12225262487171
"148","16-Jul-18",2018,2,25,"D",0,0,0,0,"16-Jul-18_2018_2_25_D",3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1.43040990622634,-1.06501400945194,0.875917186898004,-0.536979612687726
"149","16-Jun-18",2018,1,11,"A",0,0,0,0,"16-Jun-18_2018_1_11_A",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,-0.530934126570322,1.47765841171477,-0.0974576895636938,1.64162702124521
"150","16-Jun-18",2018,1,11,"B",0,0,0,0,"16-Jun-18_2018_1_11_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0259902588872608,1.66151649806809,0.0885522411438098,1.25173937234141
"151","16-Jun-18",2018,1,11,"C",0,0,0,0,"16-Jun-18_2018_1_11_C",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,0,-1.98865905176097,1.13658310271318,0.128735000523636,0.974840227063551
"152","16-Jun-18",2018,1,11,"D",1,1,0,0,"16-Jun-18_2018_1_11_D",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,-1.61037301126571,1.2225294490679,0.0812200629015642,1.10650657604884
"153","16-Jun-18",2018,1,12,"A",2,2,0,0,"16-Jun-18_2018_1_12_A",0,0,0,0,4,0,0,0,0,0,0,1,20,0,0,4,0,0,0,-2.68743073647024,0.159120084449522,-1.04234444341867,-0.0313127831363326
"154","16-Jun-18",2018,1,12,"B",0,0,0,0,"16-Jun-18_2018_1_12_B",0,0,0,0,9,0,0,0,0,0,12,1,0,0,0,6,0,0,0,-0.336582691045317,0.458412683595663,-2.94151781877095,0.781061337380684
"155","16-Jun-18",2018,1,12,"C",0,0,0,0,"16-Jun-18_2018_1_12_C",0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0.185148403523353,-0.427643036765231,-0.845618557357468,1.01187565428865
"156","16-Jun-18",2018,1,12,"D",1,1,0,0,"16-Jun-18_2018_1_12_D",0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,6,0,0,0,-1.35544859710236,1.16814292129079,-0.928482012221995,0.938233291868592
"157","16-Jun-18",2018,1,13,"A",2,2,0,0,"16-Jun-18_2018_1_13_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-0.166967652875937,1.60679052345449,0.030735470017475,1.36359760083834
"158","16-Jun-18",2018,1,13,"B",1,0,0,1,"16-Jun-18_2018_1_13_B",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,-0.766773306328873,1.30844517494099,-0.572246583586836,1.7367203669918
"159","16-Jun-18",2018,1,13,"C",1,0,0,1,"16-Jun-18_2018_1_13_C",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,-0.464735144803613,1.44986995382802,-0.316620896672528,1.53500619942993
"160","16-Jun-18",2018,1,13,"D",0,0,0,0,"16-Jun-18_2018_1_13_D",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,12,0,0,0,-0.522831232007805,0.743519284244008,-0.356929589301703,1.64693144334016
"161","16-Jun-18",2018,1,14,"A",0,0,0,0,"16-Jun-18_2018_1_14_A",0,0,0,0,4,0,0,0,0,0,0,11,0,2,0,3,0,1,0,0.549607365376977,-0.730094616103861,-1.15035103776502,0.624311294019304
"162","16-Jun-18",2018,1,14,"B",1,0,0,1,"16-Jun-18_2018_1_14_B",0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,3,0,0,0,-1.52948867913614,1.01805610440678,-2.00092504567669,0.235257560255999
"163","16-Jun-18",2018,1,14,"C",0,0,0,0,"16-Jun-18_2018_1_14_C",0,0,0,0,3,0,0,0,0,0,1,9,0,0,0,5,0,1,0,0.285301990244977,-0.671721659787541,-1.27617014212271,0.798416613324787
"164","16-Jun-18",2018,1,14,"D",1,0,0,0,"16-Jun-18_2018_1_14_D",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,-0.00915896567368891,1.56615034945005,-0.862094139209497,0.947045493054433
"165","16-Jun-18",2018,1,15,"A",4,0,0,4,"16-Jun-18_2018_1_15_A",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-0.321536100770667,1.37566354765841,-1.46969268525997,1.10971268563716
"166","16-Jun-18",2018,1,15,"B",1,0,0,1,"16-Jun-18_2018_1_15_B",0,0,0,0,6,0,0,0,0,0,16,0,0,0,0,2,0,0,0,-0.294488605552548,1.18145133042757,-2.67968121181537,0.744444430210892
"167","16-Jun-18",2018,1,15,"C",4,3,0,1,"16-Jun-18_2018_1_15_C",0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.2194828640049,1.44052395925112,-2.22311288969191,0.413221145502684
"168","16-Jun-18",2018,1,15,"D",1,0,1,0,"16-Jun-18_2018_1_15_D",0,0,0,0,5,0,0,0,0,0,5,0,0,1,0,4,0,0,0,-0.39573260299441,1.22161020205283,-2.24835026435787,0.962551379814868
"169","16-Jun-18",2018,1,16,"A",3,0,3,0,"16-Jun-18_2018_1_16_A",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-0.270127969973238,1.41934561638854,-1.24936873056298,1.12112729473229
"170","16-Jun-18",2018,1,16,"B",0,0,0,0,"16-Jun-18_2018_1_16_B",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-0.229767608566085,1.50871266004931,-0.613918023624273,1.25126477316412
"171","16-Jun-18",2018,1,16,"C",1,0,1,0,"16-Jun-18_2018_1_16_C",0,0,0,0,12,0,0,0,0,0,0,0,40,0,0,0,0,0,0,-2.86820664850045,0.757085864982439,-1.64630966621056,-0.84978118499394
"172","16-Jun-18",2018,1,16,"D",1,0,1,0,"16-Jun-18_2018_1_16_D",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0604437400669521,1.52394419380417,-1.31303749106368,0.806631552494183
"173","17-Jul-17",2017,2,10,"A",0,0,0,0,"17-Jul-17_2017_2_10_A",0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.867434223739919,-0.0308691055374621,-0.563245997826199,0.458657896029179
"174","17-Jul-17",2017,2,10,"B",0,0,0,0,"17-Jul-17_2017_2_10_B",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.849155360969843,-0.0530713150884746,0.407630545185175,0.742040295392348
"175","17-Jul-17",2017,2,10,"C",0,0,0,0,"17-Jul-17_2017_2_10_C",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1.06053641863923,-0.655785476651385,0.481043838842313,0.635881571291345
"176","17-Jul-17",2017,2,10,"D",0,0,0,0,"17-Jul-17_2017_2_10_D",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1.12858591983001,-0.849816098444966,0.504677640608761,0.601706095485836
"177","17-Jul-17",2017,2,11,"A",0,0,0,0,"17-Jul-17_2017_2_11_A",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.550043237730437,0.79979182486945,0.303747981714755,0.892258870870864
"178","17-Jul-17",2017,2,11,"B",0,0,0,0,"17-Jul-17_2017_2_11_B",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.808433840639578,0.0630386015427979,0.393487835506588,0.762491251071051
"179","17-Jul-17",2017,2,11,"C",0,0,0,0,"17-Jul-17_2017_2_11_C",0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.845658937809698,0.00378943505618889,-0.210144006191543,0.570793747247693
"180","17-Jul-17",2017,2,11,"D",0,0,0,0,"17-Jul-17_2017_2_11_D",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.849155360969843,-0.0530713150884746,0.407630545185175,0.742040295392348
"181","17-Jul-17",2017,2,12,"A",2,0,0,2,"17-Jul-17_2017_2_12_A",0,0,0,0,43,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0.900272438189275,-1.18024798872416,-2.96467718268821,-0.116881652786143
"182","17-Jul-17",2017,2,12,"B",7,0,0,7,"17-Jul-17_2017_2_12_B",2,0,0,0,19,0,0,0,0,0,0,24,0,0,10,0,0,0,0,1.49995658756139,-1.29107743620112,-1.96003569200563,-1.16403249206858
"183","17-Jul-17",2017,2,12,"C",0,0,0,0,"17-Jul-17_2017_2_12_C",0,0,0,0,24,0,0,0,0,0,0,38,0,0,2,0,0,0,0,1.50192729786237,-1.74078246905207,-2.29306070083527,-0.411760888954039
"184","17-Jul-17",2017,2,12,"D",0,0,0,0,"17-Jul-17_2017_2_12_D",0,0,0,0,14,0,0,0,0,0,0,33,0,0,0,1,0,0,0,1.19483739940449,-1.63624941412274,-1.89628392086198,-0.0372803666860888
"185","17-Jul-17",2017,2,13,"A",0,0,0,0,"17-Jul-17_2017_2_13_A",0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1.3399669774994,-1.45253026000788,0.578090934265899,0.495547371384833
"186","17-Jul-17",2017,2,13,"B",5,0,0,5,"17-Jul-17_2017_2_13_B",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0.379444454562205,0.0487970171607729,0.220506081175606,1.08918127991284
"187","17-Jul-17",2017,2,13,"C",0,0,0,0,"17-Jul-17_2017_2_13_C",0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,0,0,0,1.41835325924547,-2.45676307787079,0.59017720228061,0.526368486515202
"188","17-Jul-17",2017,2,13,"D",1,0,0,1,"17-Jul-17_2017_2_13_D",0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,2,0,0,0,0.923845915541827,-1.53135617003656,0.369082856016624,0.801534260450083
"189","17-Jul-17",2017,2,14,"A",10,0,0,10,"17-Jul-17_2017_2_14_A",1,0,0,0,7,0,0,0,0,0,0,48,0,0,0,1,0,0,0,1.3667846166673,-1.84635175584931,-1.14420587271086,-0.46029308049398
"190","17-Jul-17",2017,2,14,"B",2,2,0,0,"17-Jul-17_2017_2_14_B",0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1.2864292382707,-1.13765985939553,-1.57345085201007,-0.0760555090952167
"191","17-Jul-17",2017,2,14,"C",1,0,1,0,"17-Jul-17_2017_2_14_C",0,0,0,0,4,0,0,0,0,0,0,61,0,0,0,0,0,0,0,1.56005050057663,-1.97117957165946,-0.777081905767051,-0.0166812355094449
"192","17-Jul-17",2017,2,14,"D",4,0,0,4,"17-Jul-17_2017_2_14_D",0,0,0,0,8,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1.53205622249893,-1.85159532857482,-1.30964557507347,-0.149327679250277
"193","17-Jul-17",2017,2,15,"A",1,0,0,1,"17-Jul-17_2017_2_15_A",1,0,0,0,5,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1.54532770703659,-1.59416739666045,-0.811164159712125,-0.548345436836385
"194","17-Jul-17",2017,2,15,"B",6,1,0,5,"17-Jul-17_2017_2_15_B",0,0,0,0,20,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0.760523955696559,-1.15585105899208,-2.36155472728352,0.167046151003544
"195","17-Jul-17",2017,2,15,"C",7,0,0,7,"17-Jul-17_2017_2_15_C",0,0,0,0,32,0,0,0,0,0,0,60,0,0,0,1,0,0,0,1.4154333335436,-2.21189903079291,-2.5210097096099,-0.344857897374681
"196","17-Jul-17",2017,2,15,"D",5,1,1,3,"17-Jul-17_2017_2_15_D",1,0,0,0,15,0,0,0,0,0,0,38,0,0,0,0,0,0,0,1.57540276656179,-1.61356788155315,-1.67317484873527,-0.80825461162981
"197","17-Jul-17",2017,2,16,"A",1,0,0,1,"17-Jul-17_2017_2_16_A",0,0,0,0,13,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1.53087621128261,-1.81834079861592,-1.70306933687344,-0.259012032432413
"198","17-Jul-17",2017,2,16,"B",1,1,0,0,"17-Jul-17_2017_2_16_B",0,0,0,0,17,0,0,0,0,0,0,31,0,0,1,0,0,0,0,1.4251326932209,-1.52772389976505,-2.00383621218137,-0.282872065254022
"199","17-Jul-17",2017,2,16,"C",13,10,3,0,"17-Jul-17_2017_2_16_C",0,0,0,0,34,0,0,0,0,0,0,23,0,0,2,0,0,0,0,1.37193767021846,-1.34737866650738,-2.63750137724674,-0.430458213223942
"200","17-Jul-17",2017,2,16,"D",10,0,1,9,"17-Jul-17_2017_2_16_D",2,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1.07299822248873,-0.0860698260102236,-0.536619597139783,-0.498644299652864
"201","17-Jul-17",2017,2,17,"A",1,0,1,0,"17-Jul-17_2017_2_17_A",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.705823804491238,0.355612224680854,0.357851053294486,0.814023543687842
"202","17-Jul-17",2017,2,17,"B",0,0,0,0,"17-Jul-17_2017_2_17_B",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0.997215049424155,-0.475236252533244,0.45905213190219,0.667682508604823
"203","17-Jul-17",2017,2,17,"C",0,0,0,0,"17-Jul-17_2017_2_17_C",1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0.757821307105227,0.579501916615865,0.550145408220586,0.308210611724963
"204","17-Jul-17",2017,2,17,"D",0,0,0,0,"17-Jul-17_2017_2_17_D",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.550043237730437,0.79979182486945,0.303747981714755,0.892258870870864
"205","17-Jul-17",2017,2,18,"A",4,0,0,4,"17-Jul-17_2017_2_18_A",3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.826286860677271,0.657531609789109,0.666103388836185,-0.233579996740068
"206","17-Jul-17",2017,2,18,"B",0,0,0,0,"17-Jul-17_2017_2_18_B",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.946270502444154,-0.329977257910944,0.441358933519569,0.693267620946154
"207","17-Jul-17",2017,2,18,"C",1,0,0,1,"17-Jul-17_2017_2_18_C",1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.939915216498105,0.0577338167135257,-0.0442009375374694,0.0299042391309837
"208","17-Jul-17",2017,2,18,"D",0,0,0,0,"17-Jul-17_2017_2_18_D",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0.575833962846801,0.775706513353544,0.35373306975323,0.893159971219186
"209","17-Jun-18",2018,1,3,"A",0,0,0,0,"17-Jun-18_2018_1_3_A",0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,9,0,0,0,-3.47151762593578,-0.289727402585224,0.375416758994414,0.32655501452773
"210","17-Jun-18",2018,1,3,"B",0,0,0,0,"17-Jun-18_2018_1_3_B",0,0,0,0,0,0,0,0,0,0,0,4,140,0,0,13,0,1,0,-4.53067244784741,-1.03926043444379,0.518428522188384,-0.0588460800481738
"211","17-Jun-18",2018,1,3,"C",1,1,0,0,"17-Jun-18_2018_1_3_C",0,0,0,0,0,0,0,0,0,0,0,5,140,0,0,7,0,0,0,-4.25389171175681,-1.1213429971151,0.613695676411508,-0.240611299892392
"212","17-Jun-18",2018,1,3,"D",2,0,0,2,"17-Jun-18_2018_1_3_D",0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,9,0,1,0,-4.40373172324131,-0.127137412690737,0.433422688360847,0.0965590761514473
"213","17-Jun-18",2018,1,4,"A",0,0,0,0,"17-Jun-18_2018_1_4_A",0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,2,0,0,0,-3.83486303936487,-0.316281176073713,0.644204897250632,-0.297144472408861
"214","17-Jun-18",2018,1,4,"B",0,0,0,0,"17-Jun-18_2018_1_4_B",0,0,0,0,0,0,0,0,0,0,0,1,380,0,0,7,0,0,0,-5.45110326529869,-0.374514073168715,0.604410116542236,-0.393816272577097
"215","17-Jun-18",2018,1,4,"C",0,0,0,0,"17-Jun-18_2018_1_4_C",0,0,0,0,0,0,0,0,0,0,0,2,40,0,0,5,0,0,0,-3.29390711449823,-0.220780828492497,0.448257276178612,0.18563031298706
"216","17-Jun-18",2018,1,4,"D",1,0,0,1,"17-Jun-18_2018_1_4_D",0,0,0,0,0,0,0,0,0,0,0,1,180,0,0,2,0,1,0,-4.49111059406534,-0.0869704221666999,0.667939322407721,-0.424246743512265
"217","17-Jun-18",2018,1,5,"A",5,4,0,1,"17-Jun-18_2018_1_5_A",0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,9,0,2,0,-5.98439039377051,0.147749352191672,0.530370036291102,-0.302329906837869
"218","17-Jun-18",2018,1,5,"B",1,0,0,1,"17-Jun-18_2018_1_5_B",0,0,0,0,2,0,0,0,0,0,0,0,380,0,0,8,0,0,0,-5.64443628099614,0.118395103618896,-0.442532129630406,-0.558997351170181
"219","17-Jun-18",2018,1,5,"C",1,0,0,1,"17-Jun-18_2018_1_5_C",1,0,0,0,0,0,0,0,0,0,1,0,260,0,0,3,0,0,0,-5.05589024405241,0.391658472740812,0.506514510709555,-0.917252578414462
"220","17-Jun-18",2018,1,5,"D",2,2,0,0,"17-Jun-18_2018_1_5_D",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,4,0,0,0,-4.34750460057116,0.570051594564365,0.45500706256544,0.0120378259563018
"221","17-Jun-18",2018,1,6,"A",0,0,0,0,"17-Jun-18_2018_1_6_A",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,4,0,0,0,-4.34750460057116,0.570051594564365,0.45500706256544,0.0120378259563018
"222","17-Jun-18",2018,1,6,"B",1,0,0,1,"17-Jun-18_2018_1_6_B",0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,8,0,0,0,-4.84125616032336,0.420753231483576,0.407129946070659,0.0662985733808887
"223","17-Jun-18",2018,1,6,"C",1,0,1,0,"17-Jun-18_2018_1_6_C",0,0,0,0,11,0,0,0,0,0,0,9,420,0,0,2,0,1,0,-4.59900989120997,-1.87585097434055,-1.23467274096363,-1.63095322669499
"224","17-Jun-18",2018,1,6,"D",1,0,0,1,"17-Jun-18_2018_1_6_D",0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,4,0,1,0,-3.59215196234618,0.758186439517719,0.361738619771593,0.303046776356255
"225","17-Jun-18",2018,1,7,"A",0,0,0,0,"17-Jun-18_2018_1_7_A",0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,4,0,0,0,-3.82107416564504,-0.338952889856641,0.547595031897755,-0.084856827858106
"226","17-Jun-18",2018,1,7,"B",8,7,1,0,"17-Jun-18_2018_1_7_B",0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,9,0,1,0,-5.96882703737433,0.148287619569421,0.528123338519843,-0.302012312942668
"227","17-Jun-18",2018,1,7,"C",0,0,0,0,"17-Jun-18_2018_1_7_C",0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,4,0,0,0,-5.10181875260514,0.387680151801492,0.548683203131491,-0.269206953377982
"228","17-Jun-18",2018,1,7,"D",2,2,0,0,"17-Jun-18_2018_1_7_D",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,7,0,0,0,-4.51092158884283,0.506614800206363,0.387987504736069,0.141700705210827
